"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","FHB DON content - ppm|CO_321:0001154","FHB grain incidence - %|CO_321:0001155","FHB incidence - %|CO_321:0001149","FHB severity - %|CO_321:0001440","Heading time - Julian date (JD)|CO_321:0001233","notes"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240786","OH16-167-76","","plot","281168","NU_Scb_21-rep2-OH16-167-76_192","2","2","192","11","5","test","","","","","","","","","","","3.0","10","90","33","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240787","OH16-168-48","","plot","281018","NU_Scb_21-rep2-OH16-168-48_162","2","2","162","13","1","test","","","","","","","","","","","2.2","10","80","33","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280853","OH16-184-77","","plot","281177","NU_Scb_21-rep2-OH16-184-77_167","2","2","167","15","2","test","","","","","","","","","","","1.2","10","5","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","100558","Pio 25R45","PIONEER2545","plot","281028","NU_Scb_21-rep2-Pio 25R45_158","2","2","158","9","1","test","","","","","","","","","","","3.7","50","30","33","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","84900","Pio 25R47","Pio25R47","plot","281077","NU_Scb_21-rep2-Pio 25R47_211","2","2","211","14","7","check","","","","","","","","","","","2.8","30","30","33","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","100869","Truman","TRUMAN","plot","281037","NU_Scb_21-rep2-Truman_176","2","2","176","11","3","test","","","","","","","","","","","2.2","5","1","7","141",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280862","VA19W-89","","plot","281111","NU_Scb_21-rep2-VA19W-89_186","2","2","186","12","4","test","","","","","","","","","","","2.3","2","5","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240891","X12-156-9-19-3","","plot","281029","NU_Scb_21-rep2-X12-156-9-19-3_175","2","2","175","10","3","test","","","","","","","","","","","1.4","50","5","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280864","X12-3024-47-4-1","","plot","281153","NU_Scb_21-rep2-X12-3024-47-4-1_190","2","2","190","9","5","test","","","","","","","","","","","5.3","75","50","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280866","X12-3062-61-2-3","","plot","281033","NU_Scb_21-rep2-X12-3062-61-2-3_160","2","2","160","11","1","test","","","","","","","","","","","3.7","50","50","21","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240895","X12-3072-55-13-5","","plot","281061","NU_Scb_21-rep2-X12-3072-55-13-5_196","2","2","196","15","5","test","","","","","","","","","","","3.9","60","40","14","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280868","X12-3114-65-8-5","","plot","281107","NU_Scb_21-rep2-X12-3114-65-8-5_198","2","2","198","16","6","test","","","","","","","","","","","4.6","95","20","14","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","85081","02-18228","IL02-18228","plot","281021","NU_Scb_21-rep3-02-18228_258","3","3","258","21","6","check","","","","","","","","","","","0.59","1","1","7","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240420","03633A1-69-2","","plot","281050","NU_Scb_21-rep3-03633A1-69-2_255","3","3","255","24","6","test","","","","","","","","","","","1.2","1","10","14","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","84801","07-4415","IL07-4415","plot","281117","NU_Scb_21-rep3-07-4415_250","3","3","250","20","5","check","","","","","","","","","","","0.60","1","5","7","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280806","10442A1-19-5","","plot","281163","NU_Scb_21-rep3-10442A1-19-5_261","3","3","261","18","6","test","","","","","","","","","","","0.83","1","5","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","281007","10523RA1-15-2","","plot","281031","NU_Scb_21-rep3-10523RA1-15-2_270","3","3","270","24","7","test","","","","","","","","","","","1.1","2","20","14","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280808","10535A1-15-6","","plot","281083","NU_Scb_21-rep3-10535A1-15-6_226","3","3","226","21","2","test","","","","","","","","","","","3.9","1","10","7","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280809","10538B1-4-14","","plot","281133","NU_Scb_21-rep3-10538B1-4-14_256","3","3","256","23","6","test","","","","","","","","","","","1.6","1","20","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240440","15VDH-FHB-MAS31-30","","plot","281085","NU_Scb_21-rep3-15VDH-FHB-MAS31-30_224","3","3","224","23","2","test","","","","","","","","","","","1.9","5","25","7","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","96728","16-22039","IL16-22039","plot","281048","NU_Scb_21-rep3-16-22039_227","3","3","227","20","2","test","","","","","","","","","","","0.48","1","5","7","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","96752","16-23941","IL16-23941","plot","281010","NU_Scb_21-rep3-16-23941_241","3","3","241","22","4","test","","","","","","","","","","","1.5","1","5","21","133",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","96756","16-23972","IL16-23972","plot","281081","NU_Scb_21-rep3-16-23972_237","3","3","237","23","3","test","","","","","","","","","","","1.3","1","5","7","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","96907","16-36206","IL16-36206","plot","281150","NU_Scb_21-rep3-16-36206_229","3","3","229","18","2","test","","","","","","","","","","","0.74","1","10","7","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","97003","16-8605","IL16-8605","plot","281054","NU_Scb_21-rep3-16-8605_266","3","3","266","20","7","test","","","","","","","","","","","0.76","2","10","25","130",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280814","DH15SRW65-53","","plot","281080","NU_Scb_21-rep3-DH15SRW65-53_230","3","3","230","17","2","test","","","","","","","","","","","3.3","80","60","33","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240706","DH15SRW67-151","","plot","281140","NU_Scb_21-rep3-DH15SRW67-151_232","3","3","232","18","3","test","","","","","","","","","","","2.1","20","15","21","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280815","DH16-SRW120-064","","plot","281047","NU_Scb_21-rep3-DH16-SRW120-064_234","3","3","234","20","3","test","","","","","","","","","","","3.1","40","90","25","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","98313","Ernie","ERNIE","plot","281120","NU_Scb_21-rep3-Ernie_271","3","3","271","24","8","test","","","","","","","","","","","2.8","20","10","21","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","98427","Freedom","FREEDOM","plot","281086","NU_Scb_21-rep3-Freedom_262","3","3","262","17","6","test","","","","","","","","","","","1.3","5","20","14","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280817","KWS340","","plot","281158","NU_Scb_21-rep3-KWS340_235","3","3","235","21","3","test","","","","","","","","","","","3.8","20","10","21","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280818","KWS341","","plot","281020","NU_Scb_21-rep3-KWS341_269","3","3","269","23","7","test","","","","","","","","","","","1.5","5","1","7","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280821","KWS356","","plot","281146","NU_Scb_21-rep3-KWS356_259","3","3","259","20","6","test","","","","","","","","","","","4.2","50","15","14","141",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280823","KWS361","","plot","281089","NU_Scb_21-rep3-KWS361_267","3","3","267","21","7","test","","","","","","","","","","","0.88","2","2","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280824","KWS365","","plot","281143","NU_Scb_21-rep3-KWS365_228","3","3","228","19","2","test","","","","","","","","","","","1.8","5","15","7","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280827","LES19-0634","","plot","281055","NU_Scb_21-rep3-LES19-0634_268","3","3","268","22","7","test","","","","","","","","","","","0.56","1","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280828","LES19-0635","","plot","281155","NU_Scb_21-rep3-LES19-0635_254","3","3","254","24","5","test","","","","","","","","","","","2.9","5","50","21","142",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280829","LES19-0911","","plot","281079","NU_Scb_21-rep3-LES19-0911_225","3","3","225","22","2","test","","","","","","","","","","","2.6","40","30","21","141",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280830","LES19-7384","","plot","281160","NU_Scb_21-rep3-LES19-7384_220","3","3","220","22","1","test","","","","","","","","","","","1.8","1","10","7","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280831","LES19-7525","","plot","281165","NU_Scb_21-rep3-LES19-7525_215","3","3","215","17","1","test","","","","","","","","","","","0.72","5","10","7","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280832","LES19-7798","","plot","281035","NU_Scb_21-rep3-LES19-7798_240","3","3","240","23","4","test","","","","","","","","","","","1.3","2","10","25","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280833","MI19R0194","","plot","281064","NU_Scb_21-rep3-MI19R0194_249","3","3","249","19","5","test","","","","","","","","","","","0.54","1","1","7","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280834","MI20M0093","","plot","281173","NU_Scb_21-rep3-MI20M0093_219","3","3","219","21","1","test","","","","","","","","","","","1.5","40","5","7","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280835","MI20R0009","","plot","281019","NU_Scb_21-rep3-MI20R0009_221","3","3","221","23","1","test","","","","","","","","","","","1.1","1","10","33","133",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280836","MI20R0018","","plot","281022","NU_Scb_21-rep3-MI20R0018_246","3","3","246","17","4","test","","","","","","","","","","","1.4","2","30","21","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280839","MI20R0146","","plot","281145","NU_Scb_21-rep3-MI20R0146_218","3","3","218","20","1","test","","","","","","","","","","","2.0","1","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280844","NE14494","","plot","281148","NU_Scb_21-rep3-NE14494_231","3","3","231","17","3","test","","","","","","","","","","","4.7","40","10","25","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280845","NE16562","","plot","281116","NU_Scb_21-rep3-NE16562_216","3","3","216","18","1","test","","","","","","","","","","","3.5","60","15","14","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280846","NE17441","","plot","281130","NU_Scb_21-rep3-NE17441_247","3","3","247","17","5","test","","","","","","","","","","","1.9","15","2","25","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280847","NI17410","","plot","281069","NU_Scb_21-rep3-NI17410_245","3","3","245","18","4","test","","","","","","","","","","","2.6","2","1","33","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280848","NW13493","","plot","281122","NU_Scb_21-rep3-NW13493_242","3","3","242","21","4","test","","","","","","","","","","","7.4","25","15","50","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280849","NY11014-9-25-1319","","plot","281113","NU_Scb_21-rep3-NY11014-9-25-1319_236","3","3","236","22","3","test","","","","","","","","","","","0.48","2","5","7","142",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280850","NY12298-1-8-17-1430","","plot","281023","NU_Scb_21-rep3-NY12298-1-8-17-1430_239","3","3","239","24","4","test","","","","","","","","","","","1.5","5","10","14","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280851","NY12457-1-8-18","","plot","281044","NU_Scb_21-rep3-NY12457-1-8-18_263","3","3","263","17","7","test","","","","","","","","","","","5.5","20","30","33","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","100116","NY99056-161","","plot","281074","NU_Scb_21-rep3-NY99056-161_233","3","3","233","19","3","test","","","","","","","","","","","8.1","30","2","7","142",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280852","NYDD1543-06R-1652","","plot","281121","NU_Scb_21-rep3-NYDD1543-06R-1652_260","3","3","260","19","6","test","","","","","","","","","","","0.44","1","2","7","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","100220","OH15-131-31","","plot","281170","NU_Scb_21-rep3-OH15-131-31_222","3","3","222","24","1","test","","","","","","","","","","","1.2","90","10","7","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240786","OH16-167-76","","plot","281175","NU_Scb_21-rep3-OH16-167-76_253","3","3","253","23","5","test","","","","","","","","","","","1.9","2","40","33","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240787","OH16-168-48","","plot","281027","NU_Scb_21-rep3-OH16-168-48_264","3","3","264","18","7","test","","","","","","","","","","","1.8","15","70","14","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280853","OH16-184-77","","plot","281078","NU_Scb_21-rep3-OH16-184-77_257","3","3","257","22","6","test","","","","","","","","","","","0.45","2","1","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","100558","Pio 25R45","PIONEER2545","plot","281131","NU_Scb_21-rep3-Pio 25R45_217","3","3","217","19","1","test","","","","","","","","","","","2.4","60","30","21","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","84900","Pio 25R47","Pio25R47","plot","281174","NU_Scb_21-rep3-Pio 25R47_243","3","3","243","20","4","check","","","","","","","","","","","2.4","25","40","21","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","100869","Truman","TRUMAN","plot","281178","NU_Scb_21-rep3-Truman_248","3","3","248","18","5","test","","","","","","","","","","","1.3","1","1","7","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280862","VA19W-89","","plot","281075","NU_Scb_21-rep3-VA19W-89_238","3","3","238","24","3","test","","","","","","","","","","","","10","2","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240891","X12-156-9-19-3","","plot","281088","NU_Scb_21-rep3-X12-156-9-19-3_252","3","3","252","22","5","test","","","","","","","","","","","1.1","1","25","14","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280864","X12-3024-47-4-1","","plot","281100","NU_Scb_21-rep3-X12-3024-47-4-1_223","3","3","223","24","2","test","","","","","","","","","","","3.9","70","20","33","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280866","X12-3062-61-2-3","","plot","281056","NU_Scb_21-rep3-X12-3062-61-2-3_244","3","3","244","19","4","test","","","","","","","","","","","2.4","25","15","7","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","240895","X12-3072-55-13-5","","plot","281125","NU_Scb_21-rep3-X12-3072-55-13-5_251","3","3","251","21","5","test","","","","","","","","","","","3.4","30","25","7","139",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1249","NU_Scb_21","Northern Uniform Scab Nursery 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","280868","X12-3114-65-8-5","","plot","281013","NU_Scb_21-rep3-X12-3114-65-8-5_265","3","3","265","19","7","test","","","","","","","","","","","3.5","80","50","21","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","85081","02-18228","IL02-18228","plot","282888","P5S_Scb_21-rep1-02-18228_128","1","1","128","5","4","check","","","","","","","","","","","1.5","5","2","7","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","84968","07-19334","IL07-19334","plot","282828","P5S_Scb_21-rep1-07-19334_115","1","1","115","2","2","test","","","","","","","","","","","1.3","20","5","4","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","84801","07-4415","IL07-4415","plot","282869","P5S_Scb_21-rep1-07-4415_117","1","1","117","1","3","check","","","","","","","","","","","0.55","10","2","3","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","94122","0762A1-2-8","","plot","282886","P5S_Scb_21-rep1-0762A1-2-8_106","1","1","106","6","1","test","","","","","","","","","","","0.69","20","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","97095","17-17739","IL17-17739","plot","282895","P5S_Scb_21-rep1-17-17739_119","1","1","119","3","3","test","","","","","","","","","","","0.82","3","1","3","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","97161","17-23904","IL17-23904","plot","282857","P5S_Scb_21-rep1-17-23904_124","1","1","124","8","3","test","","","","","","","","","","","0.79","10","5","7","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","281857","20PU-0007","","plot","282902","P5S_Scb_21-rep1-20PU-0007_127","1","1","127","6","4","test","","","","","","","","","","","3.4","20","5","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","282815","20PU-0053","","plot","282836","P5S_Scb_21-rep1-20PU-0053_111","1","1","111","6","2","test","","","","","","","","","","","1.6","10","2","7","140",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","282816","20PU-0082","","plot","282856","P5S_Scb_21-rep1-20PU-0082_105","1","1","105","5","1","test","","","","","","","","","","","0.74","10","10","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","282817","20PU-0094","","plot","282855","P5S_Scb_21-rep1-20PU-0094_110","1","1","110","7","2","test","","","","","","","","","","","1.3","5","5","4","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1258","P5S_Scb_21","Preliminary 5 State Scab Trial 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","98931","KY07C-1145-94-12-5","","plot","282850","P5S_Scb_21-rep1-KY07C-1145-94-12-5_109","1","1","109","8","2","test","","","","","","","","","","","1.8","10","30","14","137",""
