"","x"
"1153","IL2021-15729"
"1154","IL2021-26777"
"1155","IL2021-29238"
"1156","IL2021-31536"
"1157","IL2021-11820"
"1158","IL2021-29008"
"1159","IL2021-45344"
"1160","IL2021-39970"
"1161","2020-13354"
"1162","IL2021-42227"
"1163","2020-3211"
"1164","19-27944"
"1165","2020-528"
"1166","IL2021-27863"
"1167","IL2021-6924"
"1168","IL2021-35909"
"1169","2020-17447"
"1170","IL2021-43401"
"1171","IL16LCSDH-03-T-865-35"
"1172","2020-14846"
"1173","IL2021-18405"
"1174","IL2021-18716"
"1175","2020-10474"
"1176","IL2021-34808"
"1177","2020-5258"
"1178","IL2021-39379"
"1179","IL2021-2661"
"1180","IL2021-37047"
"1181","IL2021-25829"
"1182","IL2021-31744"
"1183","19-12849"
"1184","IL2021-29115"
"1185","IL2021-9478"
"1186","IL2021-46635"
"1187","IL2021-33753"
"1188","IL2021-6814"
"1189","IL2021-41451"
"1190","IL2021-4037"
"1191","IL2021-8368"
"1192","IL2021-26235"
"1193","IL2021-11869"
"1194","IL2021-2953"
"1195","2020-1534"
"1196","IL2021-13718"
"1197","2020-5315"
"1198","IL2021-46051"
"1199","IL2021-7637"
"1200","IL2021-1824"
"1201","IL16LCSDH-02-T-864-8"
"1202","IL16LCSDH-10-T-2665-70"
"1203","IL2021-19778"
"1204","IL2021-28377"
"1205","IL2021-19755"
"1206","2020-16523"
"1207","2020-12073"
"1208","2020-1908"
"1209","IL2021-7009"
"1210","IL2021-27145"
"1211","IL2021-34132"
"1212","IL2021-33427"
"1213","IL16LCSDH-02-T-864-37"
"1214","2020-13735"
"1215","IL2021-15934"
"1216","IL2021-25834"
"1217","IL16LCSDH-07-T-2662-43"
"1218","IL2021-39517"
"1219","IL2021-42061"
"1220","2020-15415"
"1221","IL2021-4049"
"1222","IL2021-15710"
"1223","IL2021-31541"
"1224","IL2021-40813"
"1225","IL2021-29470"
"1226","IL2021-953"
"1227","IL2021-164"
"1228","IL2021-17835"
"1229","IL2021-26880"
"1230","IL2021-25533"
"1231","2020-8734"
"1232","2020-9242"
"1233","IL2021-1937"
"1234","IL2021-33446"
"1235","2020-6201"
"1236","IL2021-24578"
"1237","2020-602"
"1238","IL2021-7261"
"1239","IL2021-16325"
"1240","IL2021-8247"
"1241","19-13778"
"1242","IL2021-19504"
"1243","IL2021-43417"
"1244","IL2021-15454"
"1245","IL2021-25757"
"1246","2020-12056"
"1247","IL2021-18738"
"1248","IL2021-27120"
"1249","IL2021-26214"
"1250","IL2021-34749"
"1251","IL2021-34837"
"1252","IL2021-28471"
"1253","2020-14072"
"1254","2020-1149"
"1255","IL2021-8173"
"1256","IL2021-32646"
"1257","2020-17307"
"1258","IL2021-47131"
"1259","IL2021-11830"
"1260","IL2021-3178"
"1261","IL2021-42075"
"1262","IL2021-43437"
"1263","IL2021-32969"
"1264","IL2021-31401"
"1265","IL2021-14775"
"1266","IL2021-15949"
"1267","2020-2034"
"1268","IL2021-39368"
"1269","2020-5541"
"1270","IL2021-40877"
"1271","IL2021-11534"
"1272","IL2021-6802"
"1273","2020-6335"
"1274","IL16LCSDH-10-T-2665-19"
"1275","IL2021-34709"
"1276","IL2021-42108"
"1277","2020-7746"
"1278","IL2021-26271"
"1279","IL2021-43641"
"1280","IL2021-10820"
"1281","IL2021-47112"
"1282","IL2021-9317"
"1283","2020-1759"
"1284","IL2021-18374"
"1285","IL2021-29353"
"1286","2020-927"
"1287","IL2021-5824"
"1288","IL2021-11935"
"1289","IL2021-33856"
"1290","IL2021-25931"
"1291","IL2021-4012"
"1292","IL2021-23826"
"1293","IL2021-22152"
"1294","2020-15836"
"1295","2020-1128"
"1296","IL2021-47116"
"1297","IL2021-46737"
"1298","IL2021-2158"
"1299","IL2021-37116"
"1300","IL2021-47129"
"1301","IL2021-16457"
"1302","IL2021-1748"
"1303","IL2021-8769"
"1304","IL2021-41331"
"1305","2020-11632"
"1306","IL16LCSDH-10-T-2665-69"
"1307","IL2021-20673"
"1308","IL2021-6761"
"1309","IL2021-47149"
"1310","IL2021-18665"
"1311","IL16LCSDH-02-T-864-60"
"1312","2020-10057"
"1313","IL2021-20030"
"1314","IL2021-27626"
"1315","IL2021-19868"
"1316","2020-15405"
"1317","IL2021-22453"
"1318","IL2021-27144"
"1319","IL2021-39337"
"1320","IL2021-34833"
"1321","IL2021-40711"
"1322","IL2021-16443"
"1323","IL2021-25644"
"1324","IL2021-18305"
"1325","IL2021-26262"
"1326","IL2021-15973"
"1327","IL2021-14511"
"1328","IL2021-8752"
"1329","IL2021-36742"
"1330","IL2021-24617"
"1331","IL2021-5779"
"1332","IL2021-18306"
"1333","IL16LCSDH-02-T-864-27"
"1334","IL2021-27049"
"1335","IL2021-41328"
"1336","IL2021-46659"
"1337","IL2021-25823"
"1338","IL16LCSDH-02-T-864-24"
"1339","IL2021-1749"
"1340","IL2021-269"
"1341","IL2021-550"
"1342","IL2021-35660"
"1343","IL2021-41676"
"1344","IL2021-6212"
"1345","IL2021-31763"
"1346","IL2021-8372"
"1347","IL2021-25441"
"1348","IL2021-16668"
"1349","IL2021-15943"
"1350","2020-8457"
"1351","IL2021-25954"
"1352","IL2021-33677"
"1353","2020-15010"
"1354","IL2021-30406"
"1355","IL2021-28413"
"1356","IL2021-25621"
"1357","2020-5056"
"1358","IL2021-30565"
"1359","IL2021-1778"
"1360","IL2021-26620"
"1361","IL2021-35665"
"1362","IL2021-3271"
"1363","IL2021-16335"
"1364","2020-16972"
"1365","IL2021-44110"
"1366","IL2021-33557"
"1367","IL2021-46526"
"1368","IL2021-8747"
"1369","IL2021-6429"
"1370","2020-11836"
"1371","IL2021-7615"
"1372","IL2021-42453"
"1373","IL2021-6964"
"1374","IL2021-8217"
"1375","IL2021-14278"
"1376","IL2021-46760"
"1377","IL2021-32965"
"1378","IL2021-26163"
"1379","IL2021-8412"
"1380","IL2021-138"
"1381","IL2021-40661"
"1382","IL2021-27746"
"1383","IL16LCSDH-02-T-864-20"
"1384","IL2021-46521"
"1385","IL2021-26535"
"1386","IL16LCSDH-03-T-865-32"
"1387","IL2021-8739"
"1388","IL2021-25511"
"1389","IL2021-39307"
"1390","IL16LCSDH-07-T-2662-222"
"1391","IL2021-8718"
"1392","IL2021-18732"
"1393","IL2021-33847"
"1394","IL2021-31901"
"1395","IL2021-115"
"1396","IL2021-12341"
"1397","IL2021-377"
"1398","IL16LCSDH-10-T-2665-8"
"1399","IL2021-4715"
"1400","IL2021-9509"
"1401","2020-1747"
"1402","IL2021-24802"
"1403","IL2021-33408"
"1404","2020-17343"
"1405","IL2021-3941"
"1406","IL2021-6937"
"1407","IL2021-26323"
"1408","IL2021-26263"
"1409","IL2021-38603"
"1410","IL2021-1141"
"1411","IL2021-6116"
"1412","IL2021-11835"
"1413","IL2021-2835"
"1414","IL2021-43172"
"1415","IL2021-8714"
"1416","IL16LCSDH-10-T-2665-75"
"1417","IL2021-30274"
"1418","IL2021-11915"
"1419","IL2021-3521"
"1420","IL2021-24531"
"1421","IL2021-33860"
"1422","IL2021-39466"
"1423","IL2021-27713"
"1424","IL2021-1956"
"1425","IL2021-8367"
"1426","IL2021-27067"
"1427","IL2021-1805"
"1428","IL2021-26274"
"1429","2020-12673"
"1430","IL2021-24512"
"1431","IL2021-19439"
"1432","Kaskaskia"
"1433","2020-4337"
"1434","IL2021-8468"
"1435","IL2021-6841"
"1436","IL2021-1274"
"1437","IL2021-39533"
"1438","IL2021-16465"
"1439","IL2021-26129"
"1440","IL2021-7473"
"1441","IL16LCSDH-01-T-863-53"
"1442","IL2021-943"
"1443","IL2021-30079"
"1444","IL2021-8375"
"1445","2020-15215"
"1446","IL2021-18661"
"1447","12-26004"
"1448","19-11163"
"1449","19-17467"
"1450","IL2021-15969"
"1451","IL2021-16734"
"1452","IL2021-25169"
"1453","IL2021-43265"
"1454","IL2021-43327"
"1455","IL2021-43750"
"1456","IL2021-43974"
"1457","IL2021-44124"
"1458","Pio 25R74"
"1459","US17-IL-108-067-3"
